"id","submitter","text"
72758,"Creative Industries Policy and Evidence Centre","ISG0174 - Evidence on Industrial strategy   Written evidence from Resources and Waste UK (ISG 174)Resources and Waste UK (R&WUK) is the recently created partnership between the Chartered Institution of Wastes Management (CIWM) and Environmental Services Association (ESA). Bringing together the professional institution and trade association at the heart of the sustainable resources and waste management industry in the UK, it has been created to form a single voice in the interests of championing the future of resource management.R&WUK has been pleased to note the Government’s intention to develop an industry strategy for the UK and this Committee’s call for written submissions for its enquiry into the development of that strategy. We believe that wastes must now be managed as vital industrial raw materials (“feedstock”) for future industries turning what has been viewed as a negative value nuisance into a commercial advantage for this country’s businesses. This industry itself employs around 150,000 people in the UK with an annual value of approximately £20B. It manages a very broad range of materials including construction and demolition wastes, metals, plastics, paper and increasingly rare and valuable materials including those in waste electrical and electronic equipment.Forecasts of industrial demand globally between now and 2050 are based on assumptions of a rapid growth in overall population to at least 9 billion people by 2050 and an even faster growth in urban and “middle class” consuming population – growing by an extra 3 billion people also by 2050. Such forecasts by governments world-wide show a likely resource-constrained future with high competition for energy, water, food, land and materials. UK Government, the EU and the United States of America Government have all identified wide range of “strategically important” materials which will be subject to scarcity and escalating price over this period – see for example EU Commission “Science for Environment Policy (15.09.16): estimates for growth in demand for copper: “Demand for copper could increase by 213% to 341% by 2050, and account for up to 2.4% of global energy demand”. Clearly resource or feedstock constraint could be a major limiting factor in UK business success over this period. The need for a more “circular” materials economy has been recognised by governments and businesses across the world but its development is at an early stage and unpredictable and often perverse market forces  suggest that some form of market planning or intervention may be needed to help secondary materials markets develop over the shorter term.The Committee’s call for submissions includes:4. What tensions exist between the objectives of an industrial strategy and the objectives of other policies…..?R&WUK believes there is an important synergy between industrial strategy and resource efficiency / waste management policy. There is a clear need to link the two at a national strategy and preferably regional business development level, using waste-derived materials as an important economic development advantage. The UK currently has a strong reliance on export demand for secondary material outputs from this industry, representing an continued loss of potentially valuable materials. The UK Industry Strategy should seek to maximise the value of these materials realised in this country5……if not a sectoral approach should the industrial strategy have a broader objective, such as improving productivity?Whilst the likely need for a sectoral approach is recognised by R&WUK, we believe that feedstock security will become a business continuity / commercial priority. As such, maximising the value of secondary materials as industrial feedstock in the UK should be recognised as a cross-cutting priority in the strategy as it will affect all sectors in the future.6. Should the strategy have a geographical emphasis?Waste and resource management policy is a devolved issue in the 4 national governments of the UK. The strategy will have to take account of differences in resource policy which have already developed between the 4 countries including publication of a circular economy strategy “Making Things Last” in Scotland (February 2016) and similar work underway through Welsh Government for instance. Whilst policy continuity in this industry across internal national borders in the UK is generally favoured by this industry, the development of policies and strategy across the UK has had the advantage of allowing different approaches to future resource management to be explored. This Committee should carefully consider the differences between the 4 countries and identify best practice for adoption across the UK.Resources and Waste UK would appreciate an opportunity to explore the importance of secondary materials as a feedstock security and commercial advantage issue with this Committee through submission of further evidence – either in writing or verbally. We believe this is an opportunity and a potential future threat which needs to be recognised in this Industry StrategyS.LeeCEO, Resources and Waste UKOctober 2016 "
76311,"British Business Bank","ISG0194 - Evidence on Industrial strategy Written evidence from UCL (ISG0194)  Supplementary submission based on UCL industry-policy roundtable on industrial strategy Introduction On 24 November 2016, UCL held a roundtable with academics, industry representatives, and staff from the Business, Energy and Industrial Strategy Select Committee and the House of Commons Library to discuss industrial strategy, in the context of the Committee’s ongoing inquiry. This briefing note, which summarises the key points of the discussion and draws from a number of ‘think pieces’ commissioned by UCL to inform the Select Committee’s thinking, is submitted as supplementary evidence to the Committee’s inquiry. As such, it does not specifically address the questions raised in the terms of reference (these are covered in our previous submission) but discusses the main themes raises in the roundtable discussion and associated think pieces.  Approaches for industrial strategy Industrial Strategy should be seen as a framework rather than as a collection of specific industrial policies. This will need longevity to succeed. This framework could be applied in various, likely multiple, ways – such as sector, place, challenge, or technology. Choosing the underlying process is key. The framework should provide the conditions – including policy stability and appropriate regulation – in which research, innovation, and industry can thrive and give long-term direction that surpasses short-term political cycles (this is especially important for regional initiatives). The underpinning context for any industrial strategy should be how research and innovation can support national priorities. Determining this will require a shift in thinking from what an industrial strategy should be to how it can support national priorities, which will require co-development with industry and academia – Government should give careful consideration to how it can best convene industry and universities to contribute to this.  Industrial strategy should be predicated not only on the UK’s strengths, but also on the UK’s current and future strategic needs. Industrial strategy should not overly focus on particular technologies or sectors without an overview of what is nationally important. The purpose of industrial strategy should be to identify what is societally necessary and beneficial, and thus to align with other key national strategies (for example on economic growth, wellbeing or environmental sustainability). This is likely to require a forum in which all stakeholders’ voices can be heard with equal weight, and a process of consensus can be achieved, supported by analysis, innovation and research, as a recurring process. At present, for example, the UK needs to improve in nuclear, education and skills, infrastructure mega-projects, and low-carbon energy. A successful industrial strategy may also need to include some scope for failure and mechanisms for continuous learning for all involved.  Business needs The importance of SMEs, particularly in terms of their role in supporting and increasing employment, should be recognised in the industrial strategy.[1] Economic growth and jobs are driven by a combination of people, skills, and an ability to scale profitable business. Industrial strategy should recognise the importance of embedding a broader culture of entrepreneurship and skills development at different business scales. Industrial strategy should thus focus on actors within, as well as assets of, the innovation system – that is, people – and their ability to respond and contribute to strategic drivers. This requires an understanding of ‘daily life’ within companies, and more joined-up support to address the current fragmentation in what is available. Support for entrepreneurship is welcome, but should not solely be focused on ‘X factor’ entrepreneurship (supporting star individuals) at the expense of a broader ecosystem.  There remain four key structural barriers to scaling-up successful small businesses in order to drive productivity which industrial strategy should seek to address: supporting the leadership capabilities of SMEs; talent and skills; access to capital; and internationalisation and innovation.[2] Improving the skills of top management in businesses to absorb international best practice is important but challenging in terms of cascading knowledge throughout companies. Initiatives like the Goldman Sachs’ 10,000 Small Businesses programme (which focused on building capabilities in core business best practices) have delivered tangible results in terms of growth in turnover and employment.[3] The US Small Business Administration, which offers financing, entrepreneurial development and procurement (a statutory goal of 23 percent in prime contract dollars, as well as subcontracting procurement opportunities) to small businesses, may also offer a useful model for new business support programmes.  There is also an issue around the skills of business leaders in the context of fast-paced technological innovation and their ability to understand and absorb this. Scale-up businesses are competing in complex, innovation-intensive, data-driven, interconnected environments. Technological changes (blurring the lines between the physical, digital, and biological spheres) are transforming entire systems of production, management and governance. The potential for technology to disrupt industries and create value is widely recognised.[4] The World Economic Forum has identified the current period of exponential technology-driven change as the ‘Fourth Industrial Revolution’, noting its unprecedented velocity, scope, and systems impact. Business leaders thus also need to develop the capabilities to be able to understand, select, and absorb new technologies, to integrate them into innovative product and services, and to commercialise these innovations in export as well as domestic markets.  Skills The decline in vocational working is another consideration for industrial strategy. The evidence suggests that employers prefer learning on the job but are unsure how to provide the working environment that supports this. Using supply-chain levers to share best practice and procurement rules to help employers to think strategically about workforce development would be beneficial. Apprenticeships provides a good lens on the workplace and a good view of current core skills needs in business (both employment and technical skills); whilst graduate recruitment is a process, companies are directly accountable for the ‘outputs’ of apprenticeships so they much more directly reflect company needs. However, they are not a complete solution to vocational training and skills needs.  Arguably, the skills shortages in the UK – which have been well-articulated in terms of the problem (but not the solution) for decades – have to date been compensated for through migration. In a post-Brexit environment, and in response to continued challenges presented by likely growing automation of employment, providing a long-term environment for joined-up training and education to up-skill UK workers will be even more important. The industrial strategy should consider investment in education as an ecosystem, which should include a skills agenda which is designed, rather than simply evolving, in order to support workforce planning and deliver stability, social parity for vocational and technical skills, and labour market rewards.  Enhanced skills provision could be devolved at the level of cities, each working with local universities and others, with central pump-promoting and guidance. This could be part of any regional/place focus in industrial strategy.  Infrastructure Consideration of infrastructure as part of the UK’s industrial strategy should also include research and innovation infrastructure which are essential to enhancing our productivity and industrial capacity. The ‘shock’ of Brexit might offer an opportunity to do things differently in response: for example, how better to integrate public procurement and innovation; how best to modernise infrastructure (including knowledge infrastructure); and how to be more business friendly with modernised and incentive orientated regulation. Industrial strategy should be ambitious and embed potential for additional capacity and scaling to ensure it is future-proofed and resilient to unforeseen events and developments. Key enablers and roadmaps for whole sectors (rather than just one aspect) will be important, which should be amplified via Government and industry partnerships.  For example, digital infrastructure underpins the entire economy and supports physical infrastructure, as well as playing a crucial role in enabling innovation and scaling up SMEs. Ensuring that the UK’s industrial strategy delivers sufficient capacity in digital infrastructure not just now but for the long-term will be crucial to success.  Similarly, a vision for long-term investment is critical for the energy sector (perhaps better described as a system which encompasses many sectors and spans both the supply and demand side). This will allow sectors and companies to plan for competitive advantage and improvement – the UK is in a technological race in terms of energy innovation. The UK has previously delivered long-term plans in terms of energy policy, but not for industrial strategy. Any strategy must recognise wider systems impacts (including on energy demand), short- and long-term impacts (including long term environmental consequences) and policy (un)certainty at the core of any successful design.  Incentivising investment A long-term industrial strategy also needs to address how to further incentivise investment in the basic research that underpins commercial developments. For example, gene therapy is now a successful commercial sector but was entirely dependent on Research Council investment to grow the underpinning research base over the past 20-30 years. Whilst the past 10 years have seen significant changes in the translational culture at universities and the willingness of industry to engage, particularly helped by translational funds for specific projects such as MRC and Innovate UK Biomedical Catalyst fund and the setting up of individual Catalysts, there has been less of an investment in training the next generation of translational scientists leading to a growing skills gap. University-business partnerships are vital; it is also vital that these are always partnerships of equals and mutual needs. A key consideration for future industrial strategy should be how to encourage closer alignment of existing structures to advance translation (such as strengthening closer university-industry links through the Catapults). Industrial strategy should also recognise the importance of investing along the whole innovation chain and the need for fledgling industry to work with academia to better understand the transformative impact of technological change. Finally, the industrial strategy should provide incentives for industry to invest in partnership with universities to address current and future skills gaps.  Future industrial strategy should consider the effectiveness of current incentives, including R&D tax credits and buy-backs. In both cases, their impact could be strengthened by requiring that the resulting income should be mandated for further R&D investment (to avoid simply inflating profits). The effectiveness of R&D tax credits has been unclear, although it will also be important to consider their effect on the perception of the UK as an investment location. This is particularly important given that over half of business investment in the UK is from overseas companies but that R&D investment is declining across the G7. The industrial strategy should fuel inward investment and international collaborations, and in particular understand the priorities for infrastructure and innovation in order to secure that investment. The UK is too small a market to commercialise everything arising from underpinning research. With 2% of global GDP and no control of national resource or technology development, the UK has limited influence globally on industrial strategy but does have the opportunity to develop leadership in innovation and key technological sectors with the right commitment.  Recommendations At the conclusion of the roundtable, a number of key recommendations for future industrial strategy were made:Focusing on long-term education and skills, and in particular investment in skills and abilities to understand technological innovationTaking a cross-party, long-term view to deliver a long-term strategy across Government Convening dialogues between different stakeholders to develop industrial strategyEnsuring that the UK can attract talent and investment globallyProviding a clear purpose for UKRIEnabling the UK to participate in the technology and innovation race: having the courage to explicitly avoid picking losersBorrowing the approach from US to fast-track public companies; removing the loophole on buybacks that gives an unrealistic illusion of investment.      December 2016     Priorities for UK industrial strategy – Professor Alan PennThis short think piece was prepared in response to a request from the BEIS Select Committee for supplementary evidence.   There are three main drivers and several contextual factors that will influence an industrial strategy for the 21st century. Drivers include social, economic and security requirements:                   The social need has been highlighted by the June referendum. Put simply, as we have moved to a post-industrial global economy those productive industries which formed the core identity of communities have been automated or exported. New knowledge based services have transformed the economy, but nothing has replaced the contribution to society on which these communities’ self-worth was based. This has been reflected in popular and press concerns regarding sovereignty and the perception of immigration as a threat to national identity.                   The economic need is to resolve the UK productivity gap. Where value added in manufacture is overseas our balance of trade will be negative, and productivity will remain low. Repatriating value added in the production of high value goods and services is required for long term economic sustainability.                    The security need is to become so far as possible self-reliant for all our primary needs. On leaving the EU the boundary shrinks and self-reliance will become an increasingly important factor in negotiation with trading partners.  Contextual factors include climate change and the pressing need to decarbonise our economy; globalisation and its multiple effects on society and the economy; technological transformation of industry, services and society; the aging population, obesity crisis, and the geography of the UK’s economic infrastructure. All this is set against a background of increased uncertainty surrounding global geopolitical trends such as nationalism and fundamentalism. The industrial revolution created a division between labour based on the application of muscle power and dexterity, and the application of cognitive and intellectual capacity. The growth of science, engineering and technology based on the latter at first required a skilled labour force of the former. This need has subsequently been replaced through automation. As Maynard Keynes predicted, automation has reduced hours of work, and here is the challenge; the reduction has applied first to labour rather than to knowledge based work, and so has applied unequally across the UK. Automation in now set to transform transactional knowledge based services and if anything, this will have even more radical social and political effects.  There is an ever increasing call for innovation, creative design and entrepreneurship. The need for security of supply against the imperative of tackling climate change requires even more ingenuity and innovation. So too with the aging population, obesity and the need to repatriate production of value added goods and services. These all require entrepreneurial innovation as well as creative design. A prerequisite for all these is the research base and the supply of highly creative staff. For these reasons the primary engines of the 21st century economy will be universities. Here the UK has a global head start:                           Total research publications 2010-15 by urban region (left) collaborative publications (right), The London region is global #1 on both indices and so the knowledge capital of the world. Source: Toronto University VC office & Web of Science. Priority 1 – Industrial strategy to create new forms of community identityThe challenge faced by the UK is that the labour force left behind by the shift from an industrial to a knowledge based economy do not have the education required for them to make that transition easily. Although this is only a temporary challenge since the younger generation are educated, there is an urgent need to develop productive and fulfilling work for this group. The group is about to be expanded as transactional service sector employment is replaced by automated call centres, bots and distributed ledger systems.  If the identity crisis is to be overcome, the focus of an industrial strategy should be on the creation of forms of production that allow communities to tell a meaningful story about their contribution to society, the economy and the environment. Meaningful occupations include those engaged in the caring professions and NHS, fitness and well-being, food and nutrition, renewable energy, environmental conservation, as well as those in culture: music, dance, drama, art and fashion. They include pre-industrial craft skills in growing, cooking and making.  The strategy should focus therefore, on industries that tackle global challenges such as the environment, health and poverty alleviation, as well as on cultural, artistic, lifestyle and heritage and so make people feel good about their contribution to society.  Priority 2 – Repatriating value added following BrexitEven if negotiations are successful to ensure continued access to the European market for goods and services produced in the UK post-Brexit, it is hard to understand how we will attract value added production back to the UK as any investment must be seen as carrying significant exposure to political whim. One argument is that the UK has an excellent supply of highly talented staff, however staff are essentially mobile and can easily be attracted to relocate elsewhere in the EU. A more compelling argument is that the UK’s cities, and London in particular, are characterised by a long evolved and complexly layered ecosystem of knowledge intensive business services. Thus London boasts extensive clusters of legal, financial, insurance and pension funds, along with marketing and advertising, film and TV production, the press and media, the seat of government and non-governmental bodies, the world’s largest cluster of property investment and development firms, architectural and engineering practices, as well as the design, fashion, cultural, arts and heritage institutions that make a world city. This ecosystem is intensely networked both within and between sectors to make an extremely efficient mechanism to support entrepreneurial activity and business innovation. This ecosystem carries considerable urban social capital, and this is hard to relocate.   Enhancing urban social capital in London, and reproducing it in other regions in the UK should form a central plank of any strategy aimed at inclusive growth outside the capital.              Priority 3 – Resource self-reliance Net self-reliance in energy, food and fibre must form a part of an industrial strategy if the UK is to secure its trade negotiating position and remain resilient to future economic and political change. Questions surround the degree to which this can be achieved with renewable sources, and whilst protecting biodiversity and the environment, where indications are that distributed production and local sourcing may form part of the solution strategy. The strategy should seek a high degree of resilience through distributed models of resource production.      [1] SMEs account for 15.6 million (60%) of all private sector jobs in the UK and £1.75 trillion (47%) of revenue per annum. Between 2008 and 2013, a high proportion (85%) of new jobs in the UK were created by firms withfewer than 50 employees.[2] Sherry Coutu. The Scale-Up Report on UK Economic Growth. 2014. http://www.scaleupreport.org/scaleup-report.pdf[3] On average participants are growing turnover at between 23% and 42% per year and growing employment between 16% and 26% (depending on when they graduated). “Empowering Entrepreneurs, Accelerating Growth” (November 2014).[4] The McKinsey Global Institute Report “Disruptive technologies: Advances that will transform life, business, and the global economy” (May 2013) identified 12 disruptive technologies that could have a potential economic impact of between $14 trillion and $33 trillion a year in 2025."
74791,"Department for Science, Innovation and Technology","ISG0193 - Evidence on Industrial strategyWritten evidence from the Manufacturing Technology Centre (ISG 193)  1) industrial strategy - we need government to provide the vision for the U.K. Industrial strategy and then the sectors can write their strategies to support the vision (the pillars for the strategy) and likewise the regional, innovation, skills and supply chain (etc)  strategies can also be written (the enablers for the pillars).  Trying to do it any other way and it becomes far too complicated.  In simple terms it can be likened to the vision to put a man on the moon, this enabled all the players to derive their strategies to achieve that goal. 2) it is important that industrial strategy isn't confused with products, it should be about markets and processes 3) government intervention for innovation: it is important that an equivalent amount is invested in innovation as in basic academic research, otherwise we will fail to translate the academic research into products and processes for manufacture In U.K. The quantum invested by govt should reduce as the technology becomes more mature.  Industry will increase its investment as the technology becomes more mature 4) industry 4.0 (or data physical systems or any other acronym) is important.We can use knowledge to drive profits in U.K. from products manufactured anywhere in the world (effectively a manufacturing Amazon).  An example is the T-ERA project where we will create a factory in 40'-0"" containers, codify the manufacturing process and then manage the factory remotely repatriating the profits. If we make the product a commodity then owning the product manufacturing process generates the profit 5) productivity - it is better to drive productivity from a position of high employment, as it means we can now use technology to increase output as well as drive productivity.  We have the opportunity to drive productivity using advanced technologies such as additive manufacture and intelligent automation. Intelligent automation provides the opportunity to leapfrog countries who have legacy investment in passive automation.  It won't put jobs at risk it will create cost effective capacity, if applied appropriately - to improve quality and repeatability. 6) skills - if we don't train people to use the new evolving manufacturing technologies we will have two undesirable outcomes              A) the new technologies won't be adopted by industry as there will be no one to use them               B) we will still have a skills gap in 5-10 years time 6)  we believe there are 8 ways to pick winners              Sectors              Technologies              Companies              Products              Markets              Processes              Value Chain Position              Business Model               The last 3 on this list are probably more relevant to the UK longer term because they feed new products, markets and sectors which don't yet exist.Dr Clive Hickman FREngChartered Engineer2 November 2016 "
